Original Filename	Sample Name	Component Name	Mass Info	Area
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 209)	C. std 250uM glu 25uM PEP	Lactate 89/89	89.0 / 89.0	11221.125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 209)	C. std 250uM glu 25uM PEP	Lactate 90/90	90.0 / 90.0	765.200000000002
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 209)	C. std 250uM glu 25uM PEP	Lactate 91/91	91.0 / 91.0	1125.175
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 209)	C. std 250uM glu 25uM PEP	Lactate 92/92	92.0 / 92.0	300.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 210)	D. std 125uM glu 12.5uM PEP	taurine	124.0 / 80.0	195.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 210)	D. std 125uM glu 12.5uM PEP	D4-taurine	128.0 / 80.0	221037.3
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 210)	D. std 125uM glu 12.5uM PEP	Pyruvate 87/87	87.0 / 87.0	146362.577014199
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 210)	D. std 125uM glu 12.5uM PEP	Pyruvate 88/88	88.0 / 88.0	4969.33480794772
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 210)	D. std 125uM glu 12.5uM PEP	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 210)	D. std 125uM glu 12.5uM PEP	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 210)	D. std 125uM glu 12.5uM PEP	Lactate 89/89	89.0 / 89.0	28130.05
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 210)	D. std 125uM glu 12.5uM PEP	Lactate 90/90	90.0 / 90.0	877.6375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 210)	D. std 125uM glu 12.5uM PEP	Lactate 91/91	91.0 / 91.0	825.000000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 210)	D. std 125uM glu 12.5uM PEP	Lactate 92/92	92.0 / 92.0	390.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 211)	E. std 62.5uM glu 6.25uM PEP	taurine	124.0 / 80.0	90.0374999999997
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 211)	E. std 62.5uM glu 6.25uM PEP	D4-taurine	128.0 / 80.0	221330.75
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 211)	E. std 62.5uM glu 6.25uM PEP	Pyruvate 87/87	87.0 / 87.0	88013.4337046533
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 211)	E. std 62.5uM glu 6.25uM PEP	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 211)	E. std 62.5uM glu 6.25uM PEP	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 211)	E. std 62.5uM glu 6.25uM PEP	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 211)	E. std 62.5uM glu 6.25uM PEP	Lactate 89/89	89.0 / 89.0	4193.05000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 211)	E. std 62.5uM glu 6.25uM PEP	Lactate 90/90	90.0 / 90.0	667.500000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 211)	E. std 62.5uM glu 6.25uM PEP	Lactate 91/91	91.0 / 91.0	1072.49999999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 211)	E. std 62.5uM glu 6.25uM PEP	Lactate 92/92	92.0 / 92.0	390.050000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 212)	F. std 31.25uM glu 3.13uM PEP	taurine	124.0 / 80.0	105.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 212)	F. std 31.25uM glu 3.13uM PEP	D4-taurine	128.0 / 80.0	215212.8
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 212)	F. std 31.25uM glu 3.13uM PEP	Pyruvate 87/87	87.0 / 87.0	56593.1012370194
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 212)	F. std 31.25uM glu 3.13uM PEP	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 212)	F. std 31.25uM glu 3.13uM PEP	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 212)	F. std 31.25uM glu 3.13uM PEP	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 212)	F. std 31.25uM glu 3.13uM PEP	Lactate 89/89	89.0 / 89.0	3697.9
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 212)	F. std 31.25uM glu 3.13uM PEP	Lactate 90/90	90.0 / 90.0	645.162500000002
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 212)	F. std 31.25uM glu 3.13uM PEP	Lactate 91/91	91.0 / 91.0	720
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 212)	F. std 31.25uM glu 3.13uM PEP	Lactate 92/92	92.0 / 92.0	270
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 213)	G. std 15.63uM glu 1.57uM PEP	taurine	124.0 / 80.0	75.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 213)	G. std 15.63uM glu 1.57uM PEP	D4-taurine	128.0 / 80.0	224083.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 213)	G. std 15.63uM glu 1.57uM PEP	Pyruvate 87/87	87.0 / 87.0	27120.8655252605
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 213)	G. std 15.63uM glu 1.57uM PEP	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 213)	G. std 15.63uM glu 1.57uM PEP	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 213)	G. std 15.63uM glu 1.57uM PEP	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 213)	G. std 15.63uM glu 1.57uM PEP	Lactate 89/89	89.0 / 89.0	2310.59999999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 213)	G. std 15.63uM glu 1.57uM PEP	Lactate 90/90	90.0 / 90.0	900.049999999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 213)	G. std 15.63uM glu 1.57uM PEP	Lactate 91/91	91.0 / 91.0	719.999999999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 213)	G. std 15.63uM glu 1.57uM PEP	Lactate 92/92	92.0 / 92.0	540.0625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 214)	H. std 0	taurine	124.0 / 80.0	90.0375000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 214)	H. std 0	D4-taurine	128.0 / 80.0	215220.975
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 214)	H. std 0	Pyruvate 87/87	87.0 / 87.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 214)	H. std 0	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 214)	H. std 0	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 214)	H. std 0	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 214)	H. std 0	Lactate 89/89	89.0 / 89.0	4051.1625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 214)	H. std 0	Lactate 90/90	90.0 / 90.0	427.5
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 214)	H. std 0	Lactate 91/91	91.0 / 91.0	1155.1125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 214)	H. std 0	Lactate 92/92	92.0 / 92.0	389.999999999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 215)	A. std 1mm glu 100uM PEP	taurine	124.0 / 80.0	120
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 215)	A. std 1mm glu 100uM PEP	D4-taurine	128.0 / 80.0	146654.2625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 215)	A. std 1mm glu 100uM PEP	Pyruvate 87/87	87.0 / 87.0	762635.754331756
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 215)	A. std 1mm glu 100uM PEP	Pyruvate 88/88	88.0 / 88.0	31078.9868316961
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 215)	A. std 1mm glu 100uM PEP	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 215)	A. std 1mm glu 100uM PEP	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 215)	A. std 1mm glu 100uM PEP	Lactate 89/89	89.0 / 89.0	8806.02500000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 215)	A. std 1mm glu 100uM PEP	Lactate 90/90	90.0 / 90.0	847.675000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 215)	A. std 1mm glu 100uM PEP	Lactate 91/91	91.0 / 91.0	825.224999999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 215)	A. std 1mm glu 100uM PEP	Lactate 92/92	92.0 / 92.0	285.125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 216)	B. std 500uM glu 50uM PEP	taurine	124.0 / 80.0	75.0000000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 216)	B. std 500uM glu 50uM PEP	D4-taurine	128.0 / 80.0	245351.4375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 216)	B. std 500uM glu 50uM PEP	Pyruvate 87/87	87.0 / 87.0	368417.785702128
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 216)	B. std 500uM glu 50uM PEP	Pyruvate 88/88	88.0 / 88.0	15248.4180043916
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 216)	B. std 500uM glu 50uM PEP	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 216)	B. std 500uM glu 50uM PEP	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 216)	B. std 500uM glu 50uM PEP	Lactate 89/89	89.0 / 89.0	41001.1125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 216)	B. std 500uM glu 50uM PEP	Lactate 90/90	90.0 / 90.0	1905.1875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 216)	B. std 500uM glu 50uM PEP	Lactate 91/91	91.0 / 91.0	1455.225
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 216)	B. std 500uM glu 50uM PEP	Lactate 92/92	92.0 / 92.0	172.537499999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 217)	C. std 250uM glu 25uM PEP	taurine	124.0 / 80.0	105
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 217)	C. std 250uM glu 25uM PEP	D4-taurine	128.0 / 80.0	221008.8375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 217)	C. std 250uM glu 25uM PEP	Pyruvate 87/87	87.0 / 87.0	247425.395680774
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 217)	C. std 250uM glu 25uM PEP	Pyruvate 88/88	88.0 / 88.0	11513.1317597716
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 217)	C. std 250uM glu 25uM PEP	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 217)	C. std 250uM glu 25uM PEP	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 217)	C. std 250uM glu 25uM PEP	Lactate 89/89	89.0 / 89.0	21722.85
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 217)	C. std 250uM glu 25uM PEP	Lactate 90/90	90.0 / 90.0	765.125000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 217)	C. std 250uM glu 25uM PEP	Lactate 91/91	91.0 / 91.0	1065.1125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 217)	C. std 250uM glu 25uM PEP	Lactate 92/92	92.0 / 92.0	315
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 218)	D. std 125uM glu 12.5uM PEP	taurine	124.0 / 80.0	75.0000000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 218)	D. std 125uM glu 12.5uM PEP	D4-taurine	128.0 / 80.0	211070.6125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 218)	D. std 125uM glu 12.5uM PEP	Pyruvate 87/87	87.0 / 87.0	151784.49723374
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 218)	D. std 125uM glu 12.5uM PEP	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 218)	D. std 125uM glu 12.5uM PEP	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 218)	D. std 125uM glu 12.5uM PEP	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 218)	D. std 125uM glu 12.5uM PEP	Lactate 89/89	89.0 / 89.0	4920.925
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 218)	D. std 125uM glu 12.5uM PEP	Lactate 90/90	90.0 / 90.0	450.162499999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 218)	D. std 125uM glu 12.5uM PEP	Lactate 91/91	91.0 / 91.0	937.737500000002
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 218)	D. std 125uM glu 12.5uM PEP	Lactate 92/92	92.0 / 92.0	285.05
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 219)	E. std 62.5uM glu 6.25uM PEP	taurine	124.0 / 80.0	120.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 219)	E. std 62.5uM glu 6.25uM PEP	D4-taurine	128.0 / 80.0	216700.725
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 219)	E. std 62.5uM glu 6.25uM PEP	Pyruvate 87/87	87.0 / 87.0	87498.1916458216
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 219)	E. std 62.5uM glu 6.25uM PEP	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 219)	E. std 62.5uM glu 6.25uM PEP	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 219)	E. std 62.5uM glu 6.25uM PEP	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 219)	E. std 62.5uM glu 6.25uM PEP	Lactate 89/89	89.0 / 89.0	5978.75
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 219)	E. std 62.5uM glu 6.25uM PEP	Lactate 90/90	90.0 / 90.0	427.662500000002
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 219)	E. std 62.5uM glu 6.25uM PEP	Lactate 91/91	91.0 / 91.0	630.525
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 219)	E. std 62.5uM glu 6.25uM PEP	Lactate 92/92	92.0 / 92.0	330.0875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 220)	F. std 31.25uM glu 3.13uM PEP	taurine	124.0 / 80.0	150.025
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 220)	F. std 31.25uM glu 3.13uM PEP	D4-taurine	128.0 / 80.0	213706.225
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 220)	F. std 31.25uM glu 3.13uM PEP	Pyruvate 87/87	87.0 / 87.0	55280.8338007954
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 220)	F. std 31.25uM glu 3.13uM PEP	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 220)	F. std 31.25uM glu 3.13uM PEP	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 220)	F. std 31.25uM glu 3.13uM PEP	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 220)	F. std 31.25uM glu 3.13uM PEP	Lactate 89/89	89.0 / 89.0	3855.75
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 220)	F. std 31.25uM glu 3.13uM PEP	Lactate 90/90	90.0 / 90.0	622.712500000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 220)	F. std 31.25uM glu 3.13uM PEP	Lactate 91/91	91.0 / 91.0	1380.125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 220)	F. std 31.25uM glu 3.13uM PEP	Lactate 92/92	92.0 / 92.0	405
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 221)	G. std 15.63uM glu 1.57uM PEP	taurine	124.0 / 80.0	60.0125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 221)	G. std 15.63uM glu 1.57uM PEP	D4-taurine	128.0 / 80.0	213543.3625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 221)	G. std 15.63uM glu 1.57uM PEP	Pyruvate 87/87	87.0 / 87.0	24956.125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 221)	G. std 15.63uM glu 1.57uM PEP	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 221)	G. std 15.63uM glu 1.57uM PEP	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 221)	G. std 15.63uM glu 1.57uM PEP	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 221)	G. std 15.63uM glu 1.57uM PEP	Lactate 89/89	89.0 / 89.0	4598.0625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 221)	G. std 15.63uM glu 1.57uM PEP	Lactate 90/90	90.0 / 90.0	585.187500000002
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 221)	G. std 15.63uM glu 1.57uM PEP	Lactate 91/91	91.0 / 91.0	1140.2125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 221)	G. std 15.63uM glu 1.57uM PEP	Lactate 92/92	92.0 / 92.0	255.037499999998
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 222)	H. std 0	taurine	124.0 / 80.0	75.0125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 222)	H. std 0	D4-taurine	128.0 / 80.0	214797.2375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 222)	H. std 0	Pyruvate 87/87	87.0 / 87.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 222)	H. std 0	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 222)	H. std 0	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 222)	H. std 0	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 222)	H. std 0	Lactate 89/89	89.0 / 89.0	2318.24999999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 222)	H. std 0	Lactate 90/90	90.0 / 90.0	682.687499999999
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 222)	H. std 0	Lactate 91/91	91.0 / 91.0	802.5375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 222)	H. std 0	Lactate 92/92	92.0 / 92.0	525.137500000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 223)	A. [13C-glc] G9 0min	taurine	124.0 / 80.0	90.0000000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 223)	A. [13C-glc] G9 0min	D4-taurine	128.0 / 80.0	4125.425
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 223)	A. [13C-glc] G9 0min	Pyruvate 87/87	87.0 / 87.0	271487.1125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 223)	A. [13C-glc] G9 0min	Pyruvate 88/88	88.0 / 88.0	9652.84726009114
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 223)	A. [13C-glc] G9 0min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 223)	A. [13C-glc] G9 0min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 223)	A. [13C-glc] G9 0min	Lactate 89/89	89.0 / 89.0	65043.5625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 223)	A. [13C-glc] G9 0min	Lactate 90/90	90.0 / 90.0	2686.02863961586
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 223)	A. [13C-glc] G9 0min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 223)	A. [13C-glc] G9 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 224)	B. [13C-glc] G9 5min	taurine	124.0 / 80.0	135.0125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 224)	B. [13C-glc] G9 5min	D4-taurine	128.0 / 80.0	201625.8375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 224)	B. [13C-glc] G9 5min	Pyruvate 87/87	87.0 / 87.0	76724.640614179
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 224)	B. [13C-glc] G9 5min	Pyruvate 88/88	88.0 / 88.0	6066.10383294906
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 224)	B. [13C-glc] G9 5min	Pyruvate 89/89	89.0 / 89.0	4859.30746184746
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 224)	B. [13C-glc] G9 5min	Pyruvate 90/90	90.0 / 90.0	123245.939083188
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 224)	B. [13C-glc] G9 5min	Lactate 89/89	89.0 / 89.0	56799.575
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 224)	B. [13C-glc] G9 5min	Lactate 90/90	90.0 / 90.0	2810.99378112838
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 224)	B. [13C-glc] G9 5min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 224)	B. [13C-glc] G9 5min	Lactate 92/92	92.0 / 92.0	12661.775
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 225)	C. [13C-glc] G9 15min	taurine	124.0 / 80.0	90.0000000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 225)	C. [13C-glc] G9 15min	D4-taurine	128.0 / 80.0	181595.7375
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 225)	C. [13C-glc] G9 15min	Pyruvate 87/87	87.0 / 87.0	46704.6963458623
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 225)	C. [13C-glc] G9 15min	Pyruvate 88/88	88.0 / 88.0	1849.65813985844
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 225)	C. [13C-glc] G9 15min	Pyruvate 89/89	89.0 / 89.0	5196.70239862285
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 225)	C. [13C-glc] G9 15min	Pyruvate 90/90	90.0 / 90.0	144697.442184875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 225)	C. [13C-glc] G9 15min	Lactate 89/89	89.0 / 89.0	31078.2798500317
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 225)	C. [13C-glc] G9 15min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 225)	C. [13C-glc] G9 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 225)	C. [13C-glc] G9 15min	Lactate 92/92	92.0 / 92.0	16652.2625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 226)	D. [13C-glc] G9 30min	taurine	124.0 / 80.0	165
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 226)	D. [13C-glc] G9 30min	D4-taurine	128.0 / 80.0	157233.8125
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 226)	D. [13C-glc] G9 30min	Pyruvate 87/87	87.0 / 87.0	66783.0978295869
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 226)	D. [13C-glc] G9 30min	Pyruvate 88/88	88.0 / 88.0	7088.08924521869
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 226)	D. [13C-glc] G9 30min	Pyruvate 89/89	89.0 / 89.0	11575.1373776955
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 226)	D. [13C-glc] G9 30min	Pyruvate 90/90	90.0 / 90.0	204196.896324036
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 226)	D. [13C-glc] G9 30min	Lactate 89/89	89.0 / 89.0	49147.875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 226)	D. [13C-glc] G9 30min	Lactate 90/90	90.0 / 90.0	1852.7625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 226)	D. [13C-glc] G9 30min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 226)	D. [13C-glc] G9 30min	Lactate 92/92	92.0 / 92.0	21138.4
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 227)	E. [13C-glc] G9 60min	taurine	124.0 / 80.0	90.0500000000001
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 227)	E. [13C-glc] G9 60min	D4-taurine	128.0 / 80.0	164285.268595036
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 227)	E. [13C-glc] G9 60min	Pyruvate 87/87	87.0 / 87.0	63442.3359528133
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 227)	E. [13C-glc] G9 60min	Pyruvate 88/88	88.0 / 88.0	5999.13505102155
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 227)	E. [13C-glc] G9 60min	Pyruvate 89/89	89.0 / 89.0	13677.8609579543
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 227)	E. [13C-glc] G9 60min	Pyruvate 90/90	90.0 / 90.0	210535.725302529
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 227)	E. [13C-glc] G9 60min	Lactate 89/89	89.0 / 89.0	45651.5625
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 227)	E. [13C-glc] G9 60min	Lactate 90/90	90.0 / 90.0	2180.20445928675
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 227)	E. [13C-glc] G9 60min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 227)	E. [13C-glc] G9 60min	Lactate 92/92	92.0 / 92.0	24476.425
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 228)	F. [13C-glc] G9 120min	taurine	124.0 / 80.0	150
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 228)	F. [13C-glc] G9 120min	D4-taurine	128.0 / 80.0	181118.2875
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 228)	F. [13C-glc] G9 120min	Pyruvate 87/87	87.0 / 87.0	50289.025
