Original Filename	Sample Name	Component Name	Mass Info	Area
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 261)	M. [13C-glc] G5 60min	Lactate 92/92	92.0 / 92.0	3795.65
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 262)	N. [13C-glc] G5 120min	taurine	124.0 / 80.0	150
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 262)	N. [13C-glc] G5 120min	D4-taurine	128.0 / 80.0	196895.0875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 262)	N. [13C-glc] G5 120min	Pyruvate 87/87	87.0 / 87.0	37744.8329979828
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 262)	N. [13C-glc] G5 120min	Pyruvate 88/88	88.0 / 88.0	2391.41716794691
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 262)	N. [13C-glc] G5 120min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 262)	N. [13C-glc] G5 120min	Pyruvate 90/90	90.0 / 90.0	40857.5940352137
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 262)	N. [13C-glc] G5 120min	Lactate 89/89	89.0 / 89.0	36516.0748848757
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 262)	N. [13C-glc] G5 120min	Lactate 90/90	90.0 / 90.0	2030.3434694545
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 262)	N. [13C-glc] G5 120min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 262)	N. [13C-glc] G5 120min	Lactate 92/92	92.0 / 92.0	2947.95
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 263)	O. [13C-glc] G5 240min	taurine	124.0 / 80.0	120.074999999999
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 263)	O. [13C-glc] G5 240min	D4-taurine	128.0 / 80.0	198481.4375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 263)	O. [13C-glc] G5 240min	Pyruvate 87/87	87.0 / 87.0	67910.1865893789
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 263)	O. [13C-glc] G5 240min	Pyruvate 88/88	88.0 / 88.0	6290.36421958636
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 263)	O. [13C-glc] G5 240min	Pyruvate 89/89	89.0 / 89.0	5693.54482125778
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 263)	O. [13C-glc] G5 240min	Pyruvate 90/90	90.0 / 90.0	55882.4890263926
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 263)	O. [13C-glc] G5 240min	Lactate 89/89	89.0 / 89.0	36111.3875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 263)	O. [13C-glc] G5 240min	Lactate 90/90	90.0 / 90.0	1432.75
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 263)	O. [13C-glc] G5 240min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 263)	O. [13C-glc] G5 240min	Lactate 92/92	92.0 / 92.0	3765.6125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 264)	P. [6,6-DD-glc] G5 240min	taurine	124.0 / 80.0	150.0125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 264)	P. [6,6-DD-glc] G5 240min	D4-taurine	128.0 / 80.0	188047.283509728
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 264)	P. [6,6-DD-glc] G5 240min	Pyruvate 87/87	87.0 / 87.0	95873.3625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 264)	P. [6,6-DD-glc] G5 240min	Pyruvate 88/88	88.0 / 88.0	12303.8105281404
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 264)	P. [6,6-DD-glc] G5 240min	Pyruvate 89/89	89.0 / 89.0	8630.10461124983
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 264)	P. [6,6-DD-glc] G5 240min	Pyruvate 90/90	90.0 / 90.0	315.062499999999
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 264)	P. [6,6-DD-glc] G5 240min	Lactate 89/89	89.0 / 89.0	64006.95
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 264)	P. [6,6-DD-glc] G5 240min	Lactate 90/90	90.0 / 90.0	2715.375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 264)	P. [6,6-DD-glc] G5 240min	Lactate 91/91	91.0 / 91.0	749.962499999998
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 264)	P. [6,6-DD-glc] G5 240min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 265)	Q. [13C-glc] G7 0min	taurine	124.0 / 80.0	165
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 265)	Q. [13C-glc] G7 0min	D4-taurine	128.0 / 80.0	10262.1125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 265)	Q. [13C-glc] G7 0min	Pyruvate 87/87	87.0 / 87.0	184501.875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 265)	Q. [13C-glc] G7 0min	Pyruvate 88/88	88.0 / 88.0	6009.827842455
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 265)	Q. [13C-glc] G7 0min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 265)	Q. [13C-glc] G7 0min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 265)	Q. [13C-glc] G7 0min	Lactate 89/89	89.0 / 89.0	49075.3795187417
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 265)	Q. [13C-glc] G7 0min	Lactate 90/90	90.0 / 90.0	1635.325
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 265)	Q. [13C-glc] G7 0min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 265)	Q. [13C-glc] G7 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 266)	R. [13C-glc] G7 5min	taurine	124.0 / 80.0	195.025
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 266)	R. [13C-glc] G7 5min	D4-taurine	128.0 / 80.0	234686.725
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 266)	R. [13C-glc] G7 5min	Pyruvate 87/87	87.0 / 87.0	56034.1375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 266)	R. [13C-glc] G7 5min	Pyruvate 88/88	88.0 / 88.0	3689.97633311115
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 266)	R. [13C-glc] G7 5min	Pyruvate 89/89	89.0 / 89.0	4500.67491984024
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 266)	R. [13C-glc] G7 5min	Pyruvate 90/90	90.0 / 90.0	115875.320523416
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 266)	R. [13C-glc] G7 5min	Lactate 89/89	89.0 / 89.0	46838.0226294511
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 266)	R. [13C-glc] G7 5min	Lactate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 266)	R. [13C-glc] G7 5min	Lactate 91/91	91.0 / 91.0	1372.6875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 266)	R. [13C-glc] G7 5min	Lactate 92/92	92.0 / 92.0	12913.3070664714
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 267)	S. [13C-glc] G7 15min	taurine	124.0 / 80.0	105.0375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 267)	S. [13C-glc] G7 15min	D4-taurine	128.0 / 80.0	224860.3625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 267)	S. [13C-glc] G7 15min	Pyruvate 87/87	87.0 / 87.0	60020.2959877179
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 267)	S. [13C-glc] G7 15min	Pyruvate 88/88	88.0 / 88.0	1395.1125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 267)	S. [13C-glc] G7 15min	Pyruvate 89/89	89.0 / 89.0	5486.40974155847
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 267)	S. [13C-glc] G7 15min	Pyruvate 90/90	90.0 / 90.0	133185.120755733
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 267)	S. [13C-glc] G7 15min	Lactate 89/89	89.0 / 89.0	54698.7875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 267)	S. [13C-glc] G7 15min	Lactate 90/90	90.0 / 90.0	1350.125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 267)	S. [13C-glc] G7 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 267)	S. [13C-glc] G7 15min	Lactate 92/92	92.0 / 92.0	15041.7416915912
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 268)	T. [13C-glc] G7 30min	taurine	124.0 / 80.0	90.0000000000001
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 268)	T. [13C-glc] G7 30min	D4-taurine	128.0 / 80.0	224487.8375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 268)	T. [13C-glc] G7 30min	Pyruvate 87/87	87.0 / 87.0	46117.5
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 268)	T. [13C-glc] G7 30min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 268)	T. [13C-glc] G7 30min	Pyruvate 89/89	89.0 / 89.0	7107.14398010693
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 268)	T. [13C-glc] G7 30min	Pyruvate 90/90	90.0 / 90.0	133239.100837619
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 268)	T. [13C-glc] G7 30min	Lactate 89/89	89.0 / 89.0	66565.4375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 268)	T. [13C-glc] G7 30min	Lactate 90/90	90.0 / 90.0	1741.37753514288
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 268)	T. [13C-glc] G7 30min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 268)	T. [13C-glc] G7 30min	Lactate 92/92	92.0 / 92.0	16424.0716403116
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 269)	U. [13C-glc] G7 60min	taurine	124.0 / 80.0	135.05
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 269)	U. [13C-glc] G7 60min	D4-taurine	128.0 / 80.0	237835.875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 269)	U. [13C-glc] G7 60min	Pyruvate 87/87	87.0 / 87.0	51210.2512186759
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 269)	U. [13C-glc] G7 60min	Pyruvate 88/88	88.0 / 88.0	5842.45150950916
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 269)	U. [13C-glc] G7 60min	Pyruvate 89/89	89.0 / 89.0	7134.71871023724
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 269)	U. [13C-glc] G7 60min	Pyruvate 90/90	90.0 / 90.0	112685.5375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 269)	U. [13C-glc] G7 60min	Lactate 89/89	89.0 / 89.0	65261.1625
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 269)	U. [13C-glc] G7 60min	Lactate 90/90	90.0 / 90.0	2100.45
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 269)	U. [13C-glc] G7 60min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 269)	U. [13C-glc] G7 60min	Lactate 92/92	92.0 / 92.0	12856.925
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 270)	V. [13C-glc] G7 120min	taurine	124.0 / 80.0	135
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 270)	V. [13C-glc] G7 120min	D4-taurine	128.0 / 80.0	214399.5
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 270)	V. [13C-glc] G7 120min	Pyruvate 87/87	87.0 / 87.0	46033.1877721335
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 270)	V. [13C-glc] G7 120min	Pyruvate 88/88	88.0 / 88.0	4193.41792728971
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 270)	V. [13C-glc] G7 120min	Pyruvate 89/89	89.0 / 89.0	8155.06591546981
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 270)	V. [13C-glc] G7 120min	Pyruvate 90/90	90.0 / 90.0	113177.526725495
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 270)	V. [13C-glc] G7 120min	Lactate 89/89	89.0 / 89.0	50903.5375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 270)	V. [13C-glc] G7 120min	Lactate 90/90	90.0 / 90.0	1944.65767665523
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 270)	V. [13C-glc] G7 120min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 270)	V. [13C-glc] G7 120min	Lactate 92/92	92.0 / 92.0	11506.6875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 271)	W. [13C-glc] G7 240min	taurine	124.0 / 80.0	75
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 271)	W. [13C-glc] G7 240min	D4-taurine	128.0 / 80.0	201555.525
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 271)	W. [13C-glc] G7 240min	Pyruvate 87/87	87.0 / 87.0	61089.7011358198
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 271)	W. [13C-glc] G7 240min	Pyruvate 88/88	88.0 / 88.0	8551.01249999999
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 271)	W. [13C-glc] G7 240min	Pyruvate 89/89	89.0 / 89.0	14283.6432132125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 271)	W. [13C-glc] G7 240min	Pyruvate 90/90	90.0 / 90.0	159491.061501792
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 271)	W. [13C-glc] G7 240min	Lactate 89/89	89.0 / 89.0	45618.5204037564
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 271)	W. [13C-glc] G7 240min	Lactate 90/90	90.0 / 90.0	1365.1875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 271)	W. [13C-glc] G7 240min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 271)	W. [13C-glc] G7 240min	Lactate 92/92	92.0 / 92.0	13485.6020183298
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 272)	X. [6,6-DD-glc] G7 240min	taurine	124.0 / 80.0	195.0375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 272)	X. [6,6-DD-glc] G7 240min	D4-taurine	128.0 / 80.0	207285.6
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 272)	X. [6,6-DD-glc] G7 240min	Pyruvate 87/87	87.0 / 87.0	253247.15
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 272)	X. [6,6-DD-glc] G7 240min	Pyruvate 88/88	88.0 / 88.0	33739.2560394858
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 272)	X. [6,6-DD-glc] G7 240min	Pyruvate 89/89	89.0 / 89.0	27899.8215128898
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 272)	X. [6,6-DD-glc] G7 240min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 272)	X. [6,6-DD-glc] G7 240min	Lactate 89/89	89.0 / 89.0	75154.95
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 272)	X. [6,6-DD-glc] G7 240min	Lactate 90/90	90.0 / 90.0	7422.62148566073
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 272)	X. [6,6-DD-glc] G7 240min	Lactate 91/91	91.0 / 91.0	5828.49931623663
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 272)	X. [6,6-DD-glc] G7 240min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 273)	A. [13C-glc] G2.5 0min	taurine	124.0 / 80.0	165.0375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 273)	A. [13C-glc] G2.5 0min	D4-taurine	128.0 / 80.0	250675.125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 273)	A. [13C-glc] G2.5 0min	Pyruvate 87/87	87.0 / 87.0	50122.817737891
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 273)	A. [13C-glc] G2.5 0min	Pyruvate 88/88	88.0 / 88.0	3286.82929922518
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 273)	A. [13C-glc] G2.5 0min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 273)	A. [13C-glc] G2.5 0min	Pyruvate 90/90	90.0 / 90.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 273)	A. [13C-glc] G2.5 0min	Lactate 89/89	89.0 / 89.0	60591.2621759871
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 273)	A. [13C-glc] G2.5 0min	Lactate 90/90	90.0 / 90.0	2595.5125
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 273)	A. [13C-glc] G2.5 0min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 273)	A. [13C-glc] G2.5 0min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 274)	B. [13C-glc] G2.5 5min	taurine	124.0 / 80.0	180
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 274)	B. [13C-glc] G2.5 5min	D4-taurine	128.0 / 80.0	250518.875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 274)	B. [13C-glc] G2.5 5min	Pyruvate 87/87	87.0 / 87.0	33150.6960503853
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 274)	B. [13C-glc] G2.5 5min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 274)	B. [13C-glc] G2.5 5min	Pyruvate 89/89	89.0 / 89.0	1335.3875
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 274)	B. [13C-glc] G2.5 5min	Pyruvate 90/90	90.0 / 90.0	17125.0986255664
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 274)	B. [13C-glc] G2.5 5min	Lactate 89/89	89.0 / 89.0	66791.3386266721
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 274)	B. [13C-glc] G2.5 5min	Lactate 90/90	90.0 / 90.0	3050.78952803224
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 274)	B. [13C-glc] G2.5 5min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 274)	B. [13C-glc] G2.5 5min	Lactate 92/92	92.0 / 92.0	2365.56536199843
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 275)	C. [13C-glc] G2.5 15min	taurine	124.0 / 80.0	135
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 275)	C. [13C-glc] G2.5 15min	D4-taurine	128.0 / 80.0	234231.45
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 275)	C. [13C-glc] G2.5 15min	Pyruvate 87/87	87.0 / 87.0	34732.309497276
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 275)	C. [13C-glc] G2.5 15min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 275)	C. [13C-glc] G2.5 15min	Pyruvate 89/89	89.0 / 89.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 275)	C. [13C-glc] G2.5 15min	Pyruvate 90/90	90.0 / 90.0	14040.2463830894
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 275)	C. [13C-glc] G2.5 15min	Lactate 89/89	89.0 / 89.0	52724.4448501378
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 275)	C. [13C-glc] G2.5 15min	Lactate 90/90	90.0 / 90.0	1185.175
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 275)	C. [13C-glc] G2.5 15min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 275)	C. [13C-glc] G2.5 15min	Lactate 92/92	92.0 / 92.0	1471.89326599952
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 276)	D. [13C-glc] G2.5 30min	taurine	124.0 / 80.0	135
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 276)	D. [13C-glc] G2.5 30min	D4-taurine	128.0 / 80.0	194628.575
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 276)	D. [13C-glc] G2.5 30min	Pyruvate 87/87	87.0 / 87.0	39374.075
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 276)	D. [13C-glc] G2.5 30min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 276)	D. [13C-glc] G2.5 30min	Pyruvate 89/89	89.0 / 89.0	2015.09309352326
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 276)	D. [13C-glc] G2.5 30min	Pyruvate 90/90	90.0 / 90.0	17621.365206929
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 276)	D. [13C-glc] G2.5 30min	Lactate 89/89	89.0 / 89.0	59857.0665022979
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 276)	D. [13C-glc] G2.5 30min	Lactate 90/90	90.0 / 90.0	1800.19542842622
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 276)	D. [13C-glc] G2.5 30min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 276)	D. [13C-glc] G2.5 30min	Lactate 92/92	92.0 / 92.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 277)	E. [13C-glc] G2.5 60min	taurine	124.0 / 80.0	105
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 277)	E. [13C-glc] G2.5 60min	D4-taurine	128.0 / 80.0	200240.2
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 277)	E. [13C-glc] G2.5 60min	Pyruvate 87/87	87.0 / 87.0	44652.0928667235
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 277)	E. [13C-glc] G2.5 60min	Pyruvate 88/88	88.0 / 88.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 277)	E. [13C-glc] G2.5 60min	Pyruvate 89/89	89.0 / 89.0	2208.13642758081
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 277)	E. [13C-glc] G2.5 60min	Pyruvate 90/90	90.0 / 90.0	13508.629485839
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 277)	E. [13C-glc] G2.5 60min	Lactate 89/89	89.0 / 89.0	55223.75
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 277)	E. [13C-glc] G2.5 60min	Lactate 90/90	90.0 / 90.0	930.199999999999
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 277)	E. [13C-glc] G2.5 60min	Lactate 91/91	91.0 / 91.0	N/A
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 277)	E. [13C-glc] G2.5 60min	Lactate 92/92	92.0 / 92.0	2460.4
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 278)	F. [13C-glc] G2.5 120min	taurine	124.0 / 80.0	165.0375
TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 278)	F. [13C-glc] G2.5 120min	D4-taurine	128.0 / 80.0	186974.2
