Original Filename	Sample Name	Glucose Concentrations	Time	Component Name	Mass Info	Area	Modified
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151)	D. [13C-glc] G9 30min	G9	30min	Glutamate 149/43	149.0 / 43.0	1388.508396	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151)	D. [13C-glc] G9 30min	G9	30min	Glutamate 150/42	150.0 / 42.0	380.8834532	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151)	D. [13C-glc] G9 30min	G9	30min	Glutamate 150/43	150.0 / 43.0	2052.683	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151)	D. [13C-glc] G9 30min	G9	30min	Glutamate 151/43	151.0 / 43.0	767.5902238	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151)	D. [13C-glc] G9 30min	G9	30min	Glutamate 146/128	146.0 / 128.0	2608640.917	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151)	D. [13C-glc] G9 30min	G9	30min	Glutamate 147/129	147.0 / 129.0	188073.3085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151)	D. [13C-glc] G9 30min	G9	30min	Glutamate 148/130	148.0 / 130.0	630981.9495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151)	D. [13C-glc] G9 30min	G9	30min	Glutamate 149/131	149.0 / 131.0	89865.9085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151)	D. [13C-glc] G9 30min	G9	30min	Glutamate 150/132	150.0 / 132.0	118494.4915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 151)	D. [13C-glc] G9 30min	G9	30min	Glutamate 151/133	151.0 / 133.0	58668.4495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	taurine	124.0 / 80.0	372520.7085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	D4-taurine	128.0 / 80.0	145182.7	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	PEP 167/79	167.0 / 79.0	19640.8335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	PEP 168/79	168.0 / 79.0	10526.9085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	PEP 169/79	169.0 / 79.0	4877.558	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	PEP 170/79	170.0 / 79.0	108988.9	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Aspartate 132/88	132.0 / 88.0	11426.4505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Aspartate 133/88	133.0 / 88.0	250.1045278	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Aspartate 133/89	133.0 / 89.0	1897.998299	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Aspartate 134/90	134.0 / 90.0	3049.038373	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Aspartate 134/89	134.0 / 89.0	3209.975	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Aspartate 135/91	135.0 / 91.0	3337.258	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Aspartate 135/90	135.0 / 90.0	4363.483	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Aspartate 136/91	136.0 / 91.0	1542.459	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	3PG 185/79	185.0 / 79.0	1026.358	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	3PG 186/79	186.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	3PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	3PG 188/79	188.0 / 79.0	5776.8665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	2PG 185/79	185.0 / 79.0	9884.258	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	2PG 186/79	186.0 / 79.0	1028.317	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	2PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	2PG 188/79	188.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Malate 133/115	133.0 / 115.0	348924.741	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Malate 134/116	134.0 / 116.0	53917.7665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Malate 135/117	135.0 / 117.0	175744.7165	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Malate 136/118	136.0 / 118.0	177158.392	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Malate 137/119	137.0 / 119.0	43393.2835	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 146/102	146.0 / 102.0	764570.1495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 147/102	147.0 / 102.0	25798.649	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 147/103	147.0 / 103.0	108281.8795	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 148/104	148.0 / 104.0	96528.474	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 148/103	148.0 / 103.0	400899.0665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 149/105	149.0 / 105.0	41206.2665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 149/104	149.0 / 104.0	95636.975	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 150/106	150.0 / 106.0	11809.525	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 150/105	150.0 / 105.0	159823.992	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 151/106	151.0 / 106.0	92684.3915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 146/41	146.0 / 41.0	22848.983	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 147/41	147.0 / 41.0	1798.517	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 147/42	147.0 / 42.0	1542.359	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 148/41	148.0 / 41.0	897.3495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 148/42	148.0 / 42.0	643.117	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 148/43	148.0 / 43.0	8728.6915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 149/41	149.0 / 41.0	770.3	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 149/42	149.0 / 42.0	643.117	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 149/43	149.0 / 43.0	1748.979413	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 150/42	150.0 / 42.0	385.1665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 150/43	150.0 / 43.0	1796.5915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 151/43	151.0 / 43.0	758.8755748	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 146/128	146.0 / 128.0	1459985.559	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 147/129	147.0 / 129.0	140953.108	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 148/130	148.0 / 130.0	501303.5505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 149/131	149.0 / 131.0	130685.6675	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 150/132	150.0 / 132.0	152124.1	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 152)	E. [13C-glc] G9 60min	G9	60min	Glutamate 151/133	151.0 / 133.0	83574.592	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	taurine	124.0 / 80.0	397038.1	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	D4-taurine	128.0 / 80.0	122074.7745	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	PEP 167/79	167.0 / 79.0	17331.859	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	PEP 168/79	168.0 / 79.0	12198.4425	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	PEP 169/79	169.0 / 79.0	6546.8665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	PEP 170/79	170.0 / 79.0	118744.475	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Aspartate 132/88	132.0 / 88.0	12709.3665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Aspartate 133/88	133.0 / 88.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Aspartate 133/89	133.0 / 89.0	3055.488074	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Aspartate 134/90	134.0 / 90.0	5903.8495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Aspartate 134/89	134.0 / 89.0	6418.158	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Aspartate 135/91	135.0 / 91.0	5775.041	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Aspartate 135/90	135.0 / 90.0	5135.8085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Aspartate 136/91	136.0 / 91.0	1925.6665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	3PG 185/79	185.0 / 79.0	1540.4335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	3PG 186/79	186.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	3PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	3PG 188/79	188.0 / 79.0	4750.342	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	2PG 185/79	185.0 / 79.0	7832.0085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	2PG 186/79	186.0 / 79.0	1284.4085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	2PG 187/79	187.0 / 79.0	258.017	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	2PG 188/79	188.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Malate 133/115	133.0 / 115.0	282485.7335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Malate 134/116	134.0 / 116.0	47884.342	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Malate 135/117	135.0 / 117.0	155333.142	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Malate 136/118	136.0 / 118.0	150069.8835	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Malate 137/119	137.0 / 119.0	51604.5745	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 146/102	146.0 / 102.0	678200.2	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 147/102	147.0 / 102.0	26059.2915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 147/103	147.0 / 103.0	128761.7675	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/104	148.0 / 104.0	126450.334	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/103	148.0 / 103.0	508875.883	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/105	149.0 / 105.0	61877.6505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/104	149.0 / 104.0	144679.2505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 150/106	150.0 / 106.0	17845.1085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 150/105	150.0 / 105.0	227735.575	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 151/106	151.0 / 106.0	133379.642	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 146/41	146.0 / 41.0	21437.5915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 147/41	147.0 / 41.0	385.1	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 147/42	147.0 / 42.0	1758.127379	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/41	148.0 / 41.0	772.159	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/42	148.0 / 42.0	1538.5745	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/43	148.0 / 43.0	11039.325	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/41	149.0 / 41.0	514.1085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/42	149.0 / 42.0	387.059	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/43	149.0 / 43.0	1927.6255	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 150/42	150.0 / 42.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 150/43	150.0 / 43.0	5391.9665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 151/43	151.0 / 43.0	2035.319827	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 146/128	146.0 / 128.0	1706735.592	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 147/129	147.0 / 129.0	169454.7335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 148/130	148.0 / 130.0	588980.6085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 149/131	149.0 / 131.0	210660.941	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 150/132	150.0 / 132.0	227609.059	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 153)	F. [13C-glc] G9 120min	G9	120min	Glutamate 151/133	151.0 / 133.0	135434.2915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	taurine	124.0 / 80.0	603195.6085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	D4-taurine	128.0 / 80.0	148394.434	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	PEP 167/79	167.0 / 79.0	15019.4335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	PEP 168/79	168.0 / 79.0	12321.6745	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	PEP 169/79	169.0 / 79.0	6290.7085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	PEP 170/79	170.0 / 79.0	150322.542	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Aspartate 132/88	132.0 / 88.0	20411.7335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Aspartate 133/88	133.0 / 88.0	1411.4915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Aspartate 133/89	133.0 / 89.0	5778.859	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Aspartate 134/90	134.0 / 90.0	12068.3085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Aspartate 134/89	134.0 / 89.0	9371.675	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Aspartate 135/91	135.0 / 91.0	9884.5915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Aspartate 135/90	135.0 / 90.0	11680.9495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Aspartate 136/91	136.0 / 91.0	7061.1085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	3PG 185/79	185.0 / 79.0	1413.3505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	3PG 186/79	186.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	3PG 187/79	187.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	3PG 188/79	188.0 / 79.0	5520.6085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	2PG 185/79	185.0 / 79.0	8472.6	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	2PG 186/79	186.0 / 79.0	1671.534	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	2PG 187/79	187.0 / 79.0	770.2335	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	2PG 188/79	188.0 / 79.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Malate 133/115	133.0 / 115.0	383454.9325	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Malate 134/116	134.0 / 116.0	69643.6455	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Malate 135/117	135.0 / 117.0	224909.841	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Malate 136/118	136.0 / 118.0	229530.4155	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Malate 137/119	137.0 / 119.0	77280.458	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 146/102	146.0 / 102.0	1090762.483	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 147/102	147.0 / 102.0	45186.8085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 147/103	147.0 / 103.0	203591.3995	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/104	148.0 / 104.0	199356.9915	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/103	148.0 / 103.0	710655.1085	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/105	149.0 / 105.0	106547.025	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/104	149.0 / 104.0	238514.9675	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 150/106	150.0 / 106.0	28881.2745	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 150/105	150.0 / 105.0	339923.858	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 151/106	151.0 / 106.0	239028.1505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 146/41	146.0 / 41.0	32992.2505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 147/41	147.0 / 41.0	2566.758	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 147/42	147.0 / 42.0	1540.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/41	148.0 / 41.0	2013.132989	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/42	148.0 / 42.0	1798.4505	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 148/43	148.0 / 43.0	13605.9495	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/41	149.0 / 41.0	1155.3665	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/42	149.0 / 42.0	903.0247824	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 154)	G. [13C-glc] G9 240min	G9	240min	Glutamate 149/43	149.0 / 43.0	3597.034	FALSE
